Model,Train RMSE,Test RMSE,Train MAE,Test MAE,Train R2,Test R2,Best Params
XGBoost,0.0,4.2e-05,0.0,3.2e-05,1.0,-0.4204,"{'colsample_bytree': 0.8, 'learning_rate': 0.2, 'max_depth': 5, 'n_estimators': 100, 'subsample': 1.0}"
